,concept:name,time:timestamp,case:concept:name
0,registerclaim,1970-04-27 01:46:40,0
1,examineclaim,1970-04-27 01:46:41,0
2,writesettlementrecommendation,1970-04-27 01:46:42,0
3,checktheSettlementrecommendation,1970-04-27 01:46:43,0
4,writesettlementrecommendation,1970-04-27 01:46:44,0
5,checktheSettlementrecommendation,1970-04-27 01:46:45,0
6,writesettlementrecommendation,1970-04-27 01:46:46,0
7,checktheSettlementrecommendation,1970-04-27 01:46:47,0
8,proceedhandlingprocess,1970-04-27 01:46:48,0
9,registerclaim,1970-04-27 01:46:49,1
10,examineclaim,1970-04-27 01:46:50,1
11,writesettlementrecommendation,1970-04-27 01:46:51,1
12,checktheSettlementrecommendation,1970-04-27 01:46:52,1
13,writesettlementrecommendation,1970-04-27 01:46:53,1
14,checktheSettlementrecommendation,1970-04-27 01:46:54,1
15,proceedhandlingprocess,1970-04-27 01:46:55,1
16,registerclaim,1970-04-27 01:46:56,2
17,examineclaim,1970-04-27 01:46:57,2
18,writesettlementrecommendation,1970-04-27 01:46:58,2
19,checktheSettlementrecommendation,1970-04-27 01:46:59,2
20,writesettlementrecommendation,1970-04-27 01:47:00,2
21,checktheSettlementrecommendation,1970-04-27 01:47:01,2
22,writesettlementrecommendation,1970-04-27 01:47:02,2
23,checktheSettlementrecommendation,1970-04-27 01:47:03,2
24,writesettlementrecommendation,1970-04-27 01:47:04,2
25,checktheSettlementrecommendation,1970-04-27 01:47:05,2
26,writesettlementrecommendation,1970-04-27 01:47:06,2
27,checktheSettlementrecommendation,1970-04-27 01:47:07,2
28,proceedhandlingprocess,1970-04-27 01:47:08,2
29,registerclaim,1970-04-27 01:47:09,3
30,examineclaim,1970-04-27 01:47:10,3
31,writesettlementrecommendation,1970-04-27 01:47:11,3
32,checktheSettlementrecommendation,1970-04-27 01:47:12,3
33,writesettlementrecommendation,1970-04-27 01:47:13,3
34,checktheSettlementrecommendation,1970-04-27 01:47:14,3
35,writesettlementrecommendation,1970-04-27 01:47:15,3
36,checktheSettlementrecommendation,1970-04-27 01:47:16,3
37,writesettlementrecommendation,1970-04-27 01:47:17,3
38,checktheSettlementrecommendation,1970-04-27 01:47:18,3
39,proceedhandlingprocess,1970-04-27 01:47:19,3
40,registerclaim,1970-04-27 01:47:20,4
41,examineclaim,1970-04-27 01:47:21,4
42,writesettlementrecommendation,1970-04-27 01:47:22,4
43,checktheSettlementrecommendation,1970-04-27 01:47:23,4
44,proceedhandlingprocess,1970-04-27 01:47:24,4
45,registerclaim,1970-04-27 01:47:25,5
46,examineclaim,1970-04-27 01:47:26,5
47,writesettlementrecommendation,1970-04-27 01:47:27,5
48,checktheSettlementrecommendation,1970-04-27 01:47:28,5
49,proceedhandlingprocess,1970-04-27 01:47:29,5
50,registerclaim,1970-04-27 01:47:30,6
51,examineclaim,1970-04-27 01:47:31,6
52,writesettlementrecommendation,1970-04-27 01:47:32,6
53,checktheSettlementrecommendation,1970-04-27 01:47:33,6
54,writesettlementrecommendation,1970-04-27 01:47:34,6
55,checktheSettlementrecommendation,1970-04-27 01:47:35,6
56,writesettlementrecommendation,1970-04-27 01:47:36,6
57,checktheSettlementrecommendation,1970-04-27 01:47:37,6
58,writesettlementrecommendation,1970-04-27 01:47:38,6
59,checktheSettlementrecommendation,1970-04-27 01:47:39,6
60,proceedhandlingprocess,1970-04-27 01:47:40,6
61,registerclaim,1970-04-27 01:47:41,7
62,examineclaim,1970-04-27 01:47:42,7
63,writesettlementrecommendation,1970-04-27 01:47:43,7
64,checktheSettlementrecommendation,1970-04-27 01:47:44,7
65,proceedhandlingprocess,1970-04-27 01:47:45,7
66,registerclaim,1970-04-27 01:47:46,8
67,examineclaim,1970-04-27 01:47:47,8
68,writesettlementrecommendation,1970-04-27 01:47:48,8
69,checktheSettlementrecommendation,1970-04-27 01:47:49,8
70,writesettlementrecommendation,1970-04-27 01:47:50,8
71,checktheSettlementrecommendation,1970-04-27 01:47:51,8
72,proceedhandlingprocess,1970-04-27 01:47:52,8
73,registerclaim,1970-04-27 01:47:53,9
74,examineclaim,1970-04-27 01:47:54,9
75,writesettlementrecommendation,1970-04-27 01:47:55,9
76,checktheSettlementrecommendation,1970-04-27 01:47:56,9
77,proceedhandlingprocess,1970-04-27 01:47:57,9
78,registerclaim,1970-04-27 01:47:58,10
79,examineclaim,1970-04-27 01:47:59,10
80,writesettlementrecommendation,1970-04-27 01:48:00,10
81,checktheSettlementrecommendation,1970-04-27 01:48:01,10
82,proceedhandlingprocess,1970-04-27 01:48:02,10
83,registerclaim,1970-04-27 01:48:03,11
84,examineclaim,1970-04-27 01:48:04,11
85,writesettlementrecommendation,1970-04-27 01:48:05,11
