,concept:name,time:timestamp,case:concept:name
0,CheckDocumenta-tion,1970-04-27 01:46:40,0
1,Registerdocumentat-ion,1970-04-27 01:46:41,0
2,checkinsurance,1970-04-27 01:46:42,0
3,Performassessment,1970-04-27 01:46:43,0
4,CheckDocumenta-tion,1970-04-27 01:46:44,1
5,CheckDocumenta-tion,1970-04-27 01:46:45,2
6,CheckDocumenta-tion,1970-04-27 01:46:46,3
7,CheckDocumenta-tion,1970-04-27 01:46:47,4
8,Registerdocumentat-ion,1970-04-27 01:46:48,4
9,checkinsurance,1970-04-27 01:46:49,4
10,Performassessment,1970-04-27 01:46:50,4
11,schedulepayment,1970-04-27 01:46:51,4
12,CheckDocumenta-tion,1970-04-27 01:46:52,5
13,CheckDocumenta-tion,1970-04-27 01:46:53,6
14,Registerdocumentat-ion,1970-04-27 01:46:54,6
15,checkinsurance,1970-04-27 01:46:55,6
16,Performassessment,1970-04-27 01:46:56,6
17,CheckDocumenta-tion,1970-04-27 01:46:57,7
18,Registerdocumentat-ion,1970-04-27 01:46:58,7
19,checkinsurance,1970-04-27 01:46:59,7
20,Performassessment,1970-04-27 01:47:00,7
21,CheckDocumenta-tion,1970-04-27 01:47:01,8
22,Registerdocumentat-ion,1970-04-27 01:47:02,8
23,checkinsurance,1970-04-27 01:47:03,8
24,Performassessment,1970-04-27 01:47:04,8
25,CheckDocumenta-tion,1970-04-27 01:47:05,9
26,CheckDocumenta-tion,1970-04-27 01:47:06,10
27,Registerdocumentat-ion,1970-04-27 01:47:07,10
28,checkinsurance,1970-04-27 01:47:08,10
29,Performassessment,1970-04-27 01:47:09,10
30,schedulepayment,1970-04-27 01:47:10,10
31,CheckDocumenta-tion,1970-04-27 01:47:11,11
32,Registerdocumentat-ion,1970-04-27 01:47:12,11
33,checkinsurance,1970-04-27 01:47:13,11
34,CheckDocumenta-tion,1970-04-27 01:47:14,12
35,CheckDocumenta-tion,1970-04-27 01:47:15,13
36,Registerdocumentat-ion,1970-04-27 01:47:16,13
37,checkinsurance,1970-04-27 01:47:17,13
38,CheckDocumenta-tion,1970-04-27 01:47:18,14
39,CheckDocumenta-tion,1970-04-27 01:47:19,15
40,CheckDocumenta-tion,1970-04-27 01:47:20,16
41,Registerdocumentat-ion,1970-04-27 01:47:21,16
42,checkinsurance,1970-04-27 01:47:22,16
43,Performassessment,1970-04-27 01:47:23,16
44,schedulepayment,1970-04-27 01:47:24,16
45,CheckDocumenta-tion,1970-04-27 01:47:25,17
46,Registerdocumentat-ion,1970-04-27 01:47:26,17
